# Exported by NS Web Analytics on 2025-12-18 21:51:47
# CSV Version=0.1.0
deviceTime,latitude,longitude,altitude,speed,accuracy,missionId,recordNumber,sourceAddress,destinationAddress,bssid,beaconInterval,serviceSetType,ssid,supportedRates,extendedSupportedRates,cipherSuites,akmSuites,encryptionType,wps,channel,frequencyMhz,signalStrength,snr,nodeType,standard,passpoint,bandwidth,deviceSerialNumber,locationAge
2025-12-18T21:49:14.289724Z,42.152434,-88.025602,188.2,0,4,NS eb2c381c6eea8179 20251218-154456,529,,,24:41:fe:85:dc:ff,,,Verizon_PL7VVB,,,,,WPA2,true,36,0,-39,0,,IEEE80211AX,,MHZ_80,eb2c381c6eea8179,1360
2025-12-18T21:49:14.289724Z,42.152434,-88.025602,188.2,0,4,NS eb2c381c6eea8179 20251218-154456,530,,,90:d0:92:cb:5e:14,,,WhyWhyWIFI2.0,,,,,WPA2,true,10,0,-76,0,,IEEE80211N,,MHZ_20,eb2c381c6eea8179,1360
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,420,,,f8:79:0a:4e:00:0c,,,ermatov,,,,,WPA2,true,6,0,-45,0,,IEEE80211AX,,MHZ_20,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,421,,,f8:79:0a:4e:00:0d,,,ermatov,,,,,WPA2,true,44,0,-52,0,,IEEE80211AX,,MHZ_80,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,422,,,9a:0f:6f:17:2f:e0,,,,,,,,WPA_WPA2,false,11,0,-81,0,,IEEE80211N,,MHZ_20,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,423,,,c6:4f:d5:d7:a8:16,,,,,,,,WPA2,false,11,0,-82,0,,IEEE80211AX,,MHZ_20,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,424,,,98:c8:54:a5:bf:45,,,Verizon_Q94DN7,,,,,WPA2,true,6,0,-66,0,,IEEE80211N,,MHZ_20,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,425,,,c6:4f:d5:ec:fa:99,,,Home753-2,,,,,WPA2_WPA3,true,11,0,-78,0,,IEEE80211AX,,MHZ_20,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,426,,,48:e2:ad:d5:a1:bf,,,,,,,,WPA2,false,157,0,-87,0,,IEEE80211AX,,MHZ_80,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,427,,,48:b4:24:21:88:e8,,,,,,,,OPEN,false,36,0,-72,0,,IEEE80211AX,,MHZ_160,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,428,,,48:b4:24:21:88:e6,,,NOOBZ ONLY,,,,,WPA2,false,36,0,-72,0,,IEEE80211AX,,MHZ_160,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,429,,,50:fd:d5:9b:9d:3a,,,[range]_E30AJT7113656F,,,,,WPA2,false,1,0,-64,0,,IEEE80211N,,MHZ_40,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,430,,,48:b4:24:21:88:e5,,,NOOBZ ONLY,,,,,WPA2,false,6,0,-66,0,,IEEE80211AX,,MHZ_20,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,431,,,ea:79:0a:4e:00:0d,,,xfinitywifi,,,,,OPEN,false,44,0,-52,0,,IEEE80211AX,,MHZ_80,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,432,,,48:b4:24:21:88:e4,,,,,,,,WPA3,false,36,0,-72,0,,IEEE80211AX,,MHZ_160,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,433,,,bc:10:2f:33:3b:ab,,,[range]_E30AJT7113590F,,,,,WPA2,false,1,0,-68,0,,IEEE80211N,,MHZ_40,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,434,,,90:58:51:36:d6:34,,,,,,,,WPA2,false,11,0,-80,0,,IEEE80211N,,MHZ_20,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,435,,,c6:4f:d5:63:b3:c1,,,mk2025,,,,,WPA2_WPA3,true,11,0,-47,0,,IEEE80211AX,,MHZ_20,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,436,,,c6:4f:d5:ec:fa:9e,,,,,,,,WPA2,false,11,0,-78,0,,IEEE80211AX,,MHZ_20,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,437,,,c6:50:9c:dc:6c:87,,,,,,,,WPA2,false,157,0,-71,0,,IEEE80211AX,,MHZ_80,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,438,,,c6:50:9c:dc:6c:86,,,Xfinity Mobile,,,,,WPA2,false,157,0,-77,0,,IEEE80211AX,true,MHZ_80,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,439,,,c4:50:9c:e3:6c:87,,,Xfinity Mobile,,,,,WPA2,false,133,0,-87,0,,IEEE80211AX,,MHZ_160,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,440,,,b4:63:6f:7b:6e:cf,,,,,,,,WPA2,false,100,0,-48,0,,IEEE80211AX,,MHZ_80,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,441,,,c6:50:9c:9f:56:56,,,Xfinity Mobile,,,,,WPA2,false,44,0,-70,0,,IEEE80211AX,true,MHZ_80,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,442,,,c4:50:9c:e3:6c:85,,,xfinitywifi,,,,,,false,133,0,-87,0,,IEEE80211AX,,MHZ_160,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,443,,,c6:50:9c:9f:56:54,,,xfinitywifi,,,,,OPEN,false,44,0,-63,0,,IEEE80211AX,,MHZ_80,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,444,,,b4:63:6f:7b:6e:cc,,,yash wifi,,,,,WPA2,true,100,0,-47,0,,IEEE80211AX,,MHZ_80,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,445,,,c6:50:9c:9f:56:52,,,inigo0103,,,,,WPA2_WPA3,true,44,0,-63,0,,IEEE80211AX,,MHZ_80,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,446,,,c6:4f:d5:6a:b3:c4,,,xfinitywifi,,,,,OPEN,false,157,0,-60,0,,IEEE80211AX,,MHZ_80,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,447,,,c4:4f:d5:71:b3:c5,,,xfinitywifi,,,,,,false,69,0,-83,0,,IEEE80211AX,,MHZ_160,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,448,,,c4:4f:d5:71:b3:c6,,,,,,,,WPA3,false,69,0,-83,0,,IEEE80211AX,,MHZ_160,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,449,,,c6:4f:d5:6a:b3:c2,,,mk2025,,,,,WPA2_WPA3,true,157,0,-60,0,,IEEE80211AX,,MHZ_80,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,450,,,c4:4f:d5:71:b3:c7,,,Xfinity Mobile,,,,,WPA2,false,69,0,-83,0,,IEEE80211AX,,MHZ_160,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,451,,,c6:4f:d5:6a:b3:c7,,,,,,,,WPA2,false,157,0,-61,0,,IEEE80211AX,,MHZ_80,eb2c381c6eea8179,279
2025-12-18T21:47:59.210079Z,42.152429,-88.025615,196.5,0,11,NS eb2c381c6eea8179 20251218-154456,452,,,c6:50:9c:dc:6c:82,,,christianskingdom,,,,,WPA2_WPA3,true,157,0,-73,0,,IEEE80211AX,,MHZ_80,eb2c381c6eea8179,279
